date,entry_time,entry,stop,target,exit_price,outcome,risk_points,pnl_points,rr,mfe,mae,quality_score,year,month
2019-08-12,2019-08-12 09:28:00,7600.0,7605.0,7590.0,7605.0,loss,5.0,-5.0,-1.0,0.5,-8.25,9,2019,2019-08
2019-08-14,2019-08-14 10:34:00,7528.75,7534.75,7516.75,7516.75,win,6.0,12.0,2.0,12.25,-3.5,9,2019,2019-08
2019-08-14,2019-08-14 10:39:00,7524.75,7532.5,7509.25,7509.25,win,7.75,15.5,2.0,18.5,-2.75,9,2019,2019-08
2019-08-22,2019-08-22 08:53:00,7662.75,7670.5,7647.25,7670.5,loss,7.75,-7.75,-1.0,8.75,-16.25,9,2019,2019-08
2019-08-22,2019-08-22 09:15:00,7685.5,7691.0,7674.5,7691.0,loss,5.5,-5.5,-1.0,3.5,-8.0,9,2019,2019-08
2019-08-23,2019-08-23 09:26:00,7570.0,7583.5,7543.0,7583.5,loss,13.5,-13.5,-1.0,0.75,-20.0,9,2019,2019-08
2019-08-27,2019-08-27 09:58:00,7575.75,7584.0,7559.25,7584.0,loss,8.25,-8.25,-1.0,1.0,-10.75,9,2019,2019-08
2019-08-27,2019-08-27 10:05:00,7566.75,7576.75,7546.75,7576.75,loss,10.0,-10.0,-1.0,2.75,-10.75,9,2019,2019-08
2019-08-30,2019-08-30 09:51:00,7679.0,7684.0,7669.0,7669.0,win,5.0,10.0,2.0,10.25,-2.25,9,2019,2019-08
2019-09-02,2019-09-02 10:58:00,7617.5,7621.0,7610.5,7621.0,loss,3.5,-3.5,-1.0,12.5,-5.75,9,2019,2019-09
2019-09-03,2019-09-03 08:47:00,7629.75,7639.0,7611.25,7639.0,loss,9.25,-9.25,-1.0,3.25,-10.75,9,2019,2019-09
2019-09-10,2019-09-10 08:31:00,7778.75,7785.75,7764.75,7785.75,loss,7.0,-7.0,-1.0,5.0,-8.5,9,2019,2019-09
2019-09-10,2019-09-10 09:26:00,7755.5,7760.5,7745.5,7760.5,loss,5.0,-5.0,-1.0,2.75,-6.75,9,2019,2019-09
2019-09-13,2019-09-13 10:23:00,7919.5,7924.5,7909.5,7909.5,win,5.0,10.0,2.0,22.25,-2.75,9,2019,2019-09
2019-09-26,2019-09-26 08:58:00,7767.0,7782.75,7735.5,7735.5,win,15.75,31.5,2.0,31.5,-7.5,9,2019,2019-09
2019-09-27,2019-09-27 10:20:00,7739.0,7747.75,7721.5,7721.5,win,8.75,17.5,2.0,21.5,-6.25,9,2019,2019-09
2019-10-01,2019-10-01 08:31:00,7777.75,7784.25,7764.75,7764.75,win,6.5,13.0,2.0,15.5,-5.5,9,2019,2019-10
2019-10-01,2019-10-01 09:01:00,7741.75,7747.75,7729.75,7747.75,loss,6.0,-6.0,-1.0,0.75,-6.5,9,2019,2019-10
2019-10-02,2019-10-02 08:32:00,7582.5,7589.5,7568.5,7568.5,win,7.0,14.0,2.0,14.75,-4.75,9,2019,2019-10
2019-10-02,2019-10-02 09:00:00,7573.25,7580.5,7558.75,7580.5,loss,7.25,-7.25,-1.0,5.25,-10.0,9,2019,2019-10
2019-10-02,2019-10-02 10:12:00,7550.25,7555.0,7540.75,7540.75,win,4.75,9.5,2.0,9.5,-3.25,9,2019,2019-10
2019-10-08,2019-10-08 08:57:00,7658.25,7668.5,7637.75,7668.5,loss,10.25,-10.25,-1.0,0.25,-10.5,9,2019,2019-10
2019-10-08,2019-10-08 09:02:00,7658.5,7669.5,7636.5,7669.5,loss,11.0,-11.0,-1.0,4.75,-13.75,9,2019,2019-10
2019-10-08,2019-10-08 10:30:00,7665.75,7669.75,7657.75,7669.75,loss,4.0,-4.0,-1.0,7.75,-8.5,9,2019,2019-10
2019-10-16,2019-10-16 09:51:00,7938.5,7944.0,7927.5,7927.5,win,5.5,11.0,2.0,12.0,-0.5,9,2019,2019-10
2019-10-18,2019-10-18 09:35:00,7902.0,7908.5,7889.0,7889.0,win,6.5,13.0,2.0,13.0,-5.0,9,2019,2019-10
2019-10-24,2019-10-24 08:31:00,7924.75,7933.5,7907.25,7933.5,loss,8.75,-8.75,-1.0,2.25,-9.5,9,2019,2019-10
2019-11-14,2019-11-14 08:34:00,8245.75,8254.25,8228.75,8254.25,loss,8.5,-8.5,-1.0,2.0,-9.25,9,2019,2019-11
2019-11-14,2019-11-14 08:40:00,8253.25,8258.25,8243.25,8243.25,win,5.0,10.0,2.0,10.75,-1.0,9,2019,2019-11
2019-11-14,2019-11-14 08:44:00,8247.75,8253.5,8236.25,8253.5,loss,5.75,-5.75,-1.0,6.25,-5.75,9,2019,2019-11
2019-11-14,2019-11-14 08:54:00,8248.5,8254.0,8237.5,8254.0,loss,5.5,-5.5,-1.0,1.25,-5.5,9,2019,2019-11
2019-11-14,2019-11-14 09:58:00,8234.75,8238.5,8227.25,8238.5,loss,3.75,-3.75,-1.0,5.25,-3.75,9,2019,2019-11
2019-11-20,2019-11-20 10:59:00,8321.75,8327.5,8310.25,8327.5,loss,5.75,-5.75,-1.0,4.75,-7.75,9,2019,2019-11
2019-11-21,2019-11-21 09:17:00,8259.75,8279.25,8220.75,8263.25,loss,19.5,-3.5,-0.18,11.75,-19.0,9,2019,2019-11
2019-11-22,2019-11-22 10:04:00,8240.5,8249.5,8222.5,8249.5,loss,9.0,-9.0,-1.0,7.25,-10.0,9,2019,2019-11
2019-12-03,2019-12-03 09:02:00,8201.0,8209.5,8184.0,8184.0,win,8.5,17.0,2.0,17.0,-5.75,9,2019,2019-12
2019-12-03,2019-12-03 09:49:00,8195.25,8204.5,8176.75,8204.5,loss,9.25,-9.25,-1.0,11.5,-10.75,9,2019,2019-12
2019-12-03,2019-12-03 09:50:00,8191.25,8196.5,8180.75,8196.5,loss,5.25,-5.25,-1.0,4.25,-6.5,9,2019,2019-12
2019-12-03,2019-12-03 10:45:00,8202.0,8207.0,8192.0,8207.0,loss,5.0,-5.0,-1.0,0.0,-5.75,9,2019,2019-12
2019-12-09,2019-12-09 10:45:00,8393.75,8398.0,8385.25,8398.0,loss,4.25,-4.25,-1.0,2.25,-4.5,9,2019,2019-12
2019-12-24,2019-12-24 08:34:00,8726.25,8733.0,8712.75,8712.75,win,6.75,13.5,2.0,17.25,0.0,9,2019,2019-12
2019-12-24,2019-12-24 08:35:00,8723.0,8727.25,8714.5,8714.5,win,4.25,8.5,2.0,8.5,-2.25,9,2019,2019-12
2019-12-27,2019-12-27 09:33:00,8800.25,8807.5,8785.75,8807.5,loss,7.25,-7.25,-1.0,0.75,-10.75,9,2019,2019-12
2019-12-30,2019-12-30 10:21:00,8726.75,8733.25,8713.75,8733.25,loss,6.5,-6.5,-1.0,0.0,-9.0,9,2019,2019-12
2019-12-30,2019-12-30 10:26:00,8733.5,8737.0,8726.5,8737.0,loss,3.5,-3.5,-1.0,6.0,-3.75,9,2019,2019-12
2019-12-31,2019-12-31 08:34:00,8720.25,8727.25,8706.25,8727.25,loss,7.0,-7.0,-1.0,6.0,-12.5,9,2019,2019-12
2019-12-31,2019-12-31 10:49:00,8722.0,8725.0,8716.0,8716.0,win,3.0,6.0,2.0,8.25,-2.0,9,2019,2019-12
2020-01-20,2020-01-20 09:33:00,9167.75,9170.5,9162.25,9162.25,win,2.75,5.5,2.0,6.5,-0.75,9,2020,2020-01
2020-01-24,2020-01-24 09:19:00,9248.75,9255.75,9234.75,9234.75,win,7.0,14.0,2.0,16.25,-2.5,9,2020,2020-01
2020-01-27,2020-01-27 08:56:00,8980.75,8991.0,8960.25,8960.25,win,10.25,20.5,2.0,21.25,-5.25,9,2020,2020-01
2020-01-27,2020-01-27 09:55:00,8949.5,8956.25,8936.0,8956.25,loss,6.75,-6.75,-1.0,3.5,-7.25,9,2020,2020-01
2020-01-27,2020-01-27 10:06:00,8966.5,8974.25,8951.0,8951.0,win,7.75,15.5,2.0,15.5,-3.0,9,2020,2020-01
2020-01-30,2020-01-30 10:10:00,9037.75,9049.25,9014.75,9049.25,loss,11.5,-11.5,-1.0,0.5,-16.0,9,2020,2020-01
2020-01-31,2020-01-31 08:42:00,9128.75,9139.5,9107.25,9107.25,win,10.75,21.5,2.0,21.5,-5.5,9,2020,2020-01
2020-01-31,2020-01-31 09:01:00,9120.0,9130.25,9099.5,9099.5,win,10.25,20.5,2.0,23.0,-3.25,9,2020,2020-01
2020-01-31,2020-01-31 09:29:00,9080.25,9088.25,9064.25,9064.25,win,8.0,16.0,2.0,18.75,-7.0,9,2020,2020-01
2020-01-31,2020-01-31 09:30:00,9069.5,9081.25,9046.0,9081.25,loss,11.75,-11.75,-1.0,2.75,-13.75,9,2020,2020-01
2020-01-31,2020-01-31 10:07:00,9050.5,9066.5,9018.5,9018.5,win,16.0,32.0,2.0,33.25,-10.5,9,2020,2020-01
2020-01-31,2020-01-31 10:39:00,9021.75,9032.75,8999.75,9032.75,loss,11.0,-11.0,-1.0,9.5,-17.25,9,2020,2020-01
2020-02-05,2020-02-05 09:27:00,9357.0,9374.25,9322.5,9322.5,win,17.25,34.5,2.0,39.25,0.0,9,2020,2020-02
2020-02-06,2020-02-06 08:51:00,9384.0,9394.5,9363.0,9394.5,loss,10.5,-10.5,-1.0,1.5,-10.5,9,2020,2020-02
2020-02-13,2020-02-13 08:40:00,9567.5,9575.5,9551.5,9575.5,loss,8.0,-8.0,-1.0,3.25,-12.0,9,2020,2020-02
2020-02-13,2020-02-13 09:02:00,9559.5,9569.75,9539.0,9569.75,loss,10.25,-10.25,-1.0,5.25,-11.5,9,2020,2020-02
2020-02-18,2020-02-18 10:29:00,9589.0,9597.0,9573.0,9597.0,loss,8.0,-8.0,-1.0,0.75,-10.0,9,2020,2020-02
2020-02-20,2020-02-20 10:25:00,9639.75,9647.0,9625.25,9625.25,win,7.25,14.5,2.0,14.5,-0.25,9,2020,2020-02
2020-02-21,2020-02-21 09:27:00,9518.75,9527.0,9502.25,9502.25,win,8.25,16.5,2.0,21.75,-6.0,9,2020,2020-02
2020-02-21,2020-02-21 09:57:00,9506.25,9513.25,9492.25,9513.25,loss,7.0,-7.0,-1.0,7.25,-10.5,9,2020,2020-02
2020-02-21,2020-02-21 10:48:00,9509.25,9516.5,9494.75,9516.5,loss,7.25,-7.25,-1.0,2.25,-11.25,9,2020,2020-02
2020-02-21,2020-02-21 10:58:00,9519.0,9526.25,9504.5,9526.25,loss,7.25,-7.25,-1.0,7.5,-7.5,9,2020,2020-02
2020-02-24,2020-02-24 08:41:00,9146.5,9166.5,9106.5,9166.5,loss,20.0,-20.0,-1.0,12.5,-34.0,9,2020,2020-02
2020-02-24,2020-02-24 08:53:00,9171.5,9188.75,9137.0,9188.75,loss,17.25,-17.25,-1.0,5.0,-18.25,9,2020,2020-02
2020-02-24,2020-02-24 09:17:00,9188.25,9199.25,9166.25,9166.25,win,11.0,22.0,2.0,25.25,-1.25,9,2020,2020-02
2020-02-25,2020-02-25 09:47:00,9058.75,9072.5,9031.25,9031.25,win,13.75,27.5,2.0,36.0,-1.75,9,2020,2020-02
2020-02-25,2020-02-25 10:03:00,9020.0,9033.75,8992.5,8992.5,win,13.75,27.5,2.0,29.75,-5.0,9,2020,2020-02
2020-02-25,2020-02-25 10:57:00,9034.25,9044.0,9014.75,9044.0,loss,9.75,-9.75,-1.0,7.25,-9.75,9,2020,2020-02
